X,Transect,Roll,Photo,Type,Area,RMS,H_Water,H_Bare,H_Gram,H_Shrub,H_Forest,C_Water,C_Bare,C_Gram,C_Shrub,C_Forest,Latitude,Longitude,NEAR_DIST,TL,Fire,grid.id,stable_no,NA.,stable_shr,stable_forest,inc_forest,inc_shrub,dec_structure
529,3,A5720,102,tundra,8.758693993,1.89,1,1,2,2,2,-1,0,0,1,0,63.47,-112.95,6.25590731,-1,0,203,3,24,26,4,43,0,0
530,3,A5720,102,tundra,8.758693993,1.89,1,0,2,3,3,0,0,0,2,0,63.4701,-112.944,6.075894087,-1,0,204,6,32,10,0,49,3,0
531,3,A5720,106,tundra,8.750589544,3.91,0,1,2,3,2,0,0,0,1,0,63.4706,-112.902,4.815751536,-1,0,207,0,0,20,62,18,0,0
532,3,A5720,106,tundra,8.750589544,3.91,2,1,2,2,1,0,0,0,1,0,63.4707,-112.896,4.635723943,-1,0,208,0,64,10,8,18,0,0
533,3,A5720,106,tundra,8.750589544,3.91,1,0,1,3,2,0,0,0,0,0,63.4708,-112.89,4.45569466,-1,0,209,0,45,15,26,14,0,0
534,3,A5720,106,tundra,8.750589544,3.91,1,1,2,3,2,0,0,0,2,0,63.4709,-112.884,4.27566355,-1,0,210,0,33,35,23,9,0,0
535,3,A5720,106,tundra,8.750589544,3.91,2,1,1,2,2,0,0,0,1,0,63.471,-112.878,4.095630617,-1,0,211,0,92,4,2,2,0,0
536,3,A5720,106,tundra,8.750589544,3.91,4,0,0,1,2,0,0,0,0,0,63.471,-112.872,3.915595996,-1,0,212,0,96,1,0,3,0,0
537,3,A5720,106,tundra,8.750589544,3.91,4,0,1,2,2,0,0,0,0,0,63.4711,-112.866,3.735559504,-1,0,213,0,84,1,15,0,0,0
538,3,A5720,106,tundra,8.750589544,3.91,3,0,1,2,2,0,0,0,0,0,63.4712,-112.86,3.555521233,-1,0,214,0,80,3,17,0,0,0
539,3,A5720,93,tundra,8.755098879,2.21,2,0,3,2,0,0,0,0,1,2,63.4642,-113.167,0.200406547,-1,1,217,8,64,0,12,0,6,10
540,3,A5720,93,tundra,8.755098879,2.21,1,1,2,3,1,0,0,0,0,0,63.4643,-113.161,0.067455098,-1,1,218,11,54,20,4,4,7,0
541,3,A5720,93,tundra,8.755098879,2.21,1,1,2,4,2,0,0,0,0,0,63.4644,-113.155,0.065494536,-1,1,219,0,45,19,20,0,13,3
542,3,A5720,93,tundra,8.755098879,2.21,2,2,2,2,2,0,0,0,0,0,63.4645,-113.149,0.265432739,-1,1,220,1,75,7,9,2,6,0
543,3,A5720,93,tundra,8.755098879,2.21,2,1,1,2,1,0,0,0,0,0,63.4646,-113.143,0.54172631,-1,1,221,0,78,2,20,0,0,0
544,3,A5720,93,tundra,8.755098879,2.21,1,1,2,3,2,0,0,0,0,0,63.4646,-113.137,0.818045497,-1,1,222,3,53,25,19,0,0,0
545,3,A5720,93,tundra,8.755098879,2.21,0,1,2,4,2,0,0,0,0,0,63.4647,-113.131,1.094364087,-1,1,223,9,4,6,74,0,7,0
546,3,A5720,99,tundra,8.648302343,2.99,0,0,3,3,1,0,0,0,1,0,63.466,-113.047,4.962763247,-1,0,226,2,9,44,28,17,0,0
547,3,A5720,99,tundra,8.648302343,2.99,2,0,2,1,2,0,0,0,3,2,63.466,-113.04,5.239073149,-1,0,227,1,52,27,2,14,4,0
548,3,A5720,99,tundra,8.648302343,2.99,0,1,3,2,2,0,0,0,0,1,63.4661,-113.034,5.515382455,-1,0,228,0,9,65,5,21,0,0
549,3,A5720,99,tundra,8.648302343,2.99,2,0,3,2,1,0,0,0,1,0,63.4662,-113.028,5.791691064,-1,0,229,0,84,6,1,9,0,0
550,3,A5720,99,tundra,8.648302343,2.99,0,0,3,1,2,0,0,0,1,1,63.4663,-113.022,6.067999175,-1,0,230,0,0,11,25,63,1,0
551,3,A5720,99,tundra,8.648302343,2.99,0,0,2,2,3,0,0,0,0,0,63.4664,-113.016,6.344306675,-1,0,231,0,0,15,25,58,2,0
552,3,A5720,99,tundra,8.648302343,2.99,2,0,2,1,2,0,0,0,2,1,63.4665,-113.01,6.620613691,-1,0,232,0,60,24,2,14,0,0
553,3,A5720,99,tundra,8.648302343,2.99,5,0,0,0,0,0,0,0,0,0,63.4666,-113.004,6.896919996,-1,0,233,0,100,0,0,0,0,0
554,3,A5720,102,tundra,8.758693993,1.89,5,0,0,0,0,0,0,0,0,0,63.4668,-112.986,7.094681892,-1,0,236,0,100,0,0,0,0,0
555,3,A5720,102,tundra,8.758693993,1.89,5,0,0,0,0,0,0,0,0,0,63.4669,-112.98,6.9146796,-1,0,237,0,100,0,0,0,0,0
556,3,A5720,102,tundra,8.758693993,1.89,5,0,0,0,0,0,0,0,0,0,63.467,-112.974,6.734675396,-1,0,238,0,100,0,0,0,0,0
557,3,A5720,102,tundra,8.758693993,1.89,0,2,4,2,1,0,0,0,3,1,63.4671,-112.968,6.554669502,-1,0,239,3,21,18,5,53,0,0
558,3,A5720,102,tundra,8.758693993,1.89,5,0,2,0,0,0,0,0,2,0,63.4671,-112.962,6.374661829,-1,0,240,0,100,0,0,0,0,0
559,3,A5720,102,tundra,8.758693993,1.89,4,0,1,2,2,0,0,0,0,0,63.4672,-112.956,6.194652285,-1,0,241,0,68,3,6,23,0,0
560,3,A5720,102,tundra,8.758693993,1.89,0,0,2,2,4,0,0,0,1,0,63.4673,-112.95,6.014640962,-1,0,242,1,0,2,1,95,1,0
561,3,A5720,102,tundra,8.758693993,1.89,0,0,3,2,3,0,0,0,0,2,63.4674,-112.944,5.834627858,-1,0,243,3,0,5,2,81,9,0
562,3,A5720,106,tundra,8.750589544,3.91,0,0,2,3,1,0,0,0,2,1,63.468,-112.896,4.394458696,-1,0,247,0,12,28,5,52,3,0
563,3,A5720,106,tundra,8.750589544,3.91,0,1,2,3,2,0,0,0,2,0,63.4681,-112.89,4.214429443,-1,0,248,0,8,10,37,45,0,0
564,3,A5720,106,tundra,8.750589544,3.91,2,0,2,2,1,0,0,0,1,0,63.4682,-112.884,4.034398542,-1,0,249,5,48,21,14,12,0,0
565,3,A5720,106,tundra,8.750589544,3.91,1,1,2,2,2,0,0,0,1,0,63.4683,-112.878,3.854365729,-1,0,250,5,48,19,15,11,2,0
566,3,A5720,106,tundra,8.750589544,3.91,1,1,3,2,2,0,0,0,1,1,63.4684,-112.872,3.674331087,-1,0,251,3,32,51,9,3,2,0
567,3,A5720,106,tundra,8.750589544,3.91,1,1,1,2,2,0,0,0,2,0,63.4684,-112.866,3.494294757,-1,0,252,10,52,23,7,8,0,0
568,3,A5720,106,tundra,8.750589544,3.91,1,0,1,3,2,0,0,0,2,0,63.4685,-112.86,3.314256604,-1,0,253,0,56,14,0,23,7,0
569,3,A5720,93,tundra,8.755098879,2.21,0,0,2,3,1,0,0,0,0,0,63.4615,-113.167,0.472676064,-1,1,256,23,27,0,37,0,12,1
570,3,A5720,93,tundra,8.755098879,2.21,3,1,3,2,1,0,0,0,0,0,63.4616,-113.161,0.339725151,-1,1,257,0,81,1,2,9,7,0
571,3,A5720,93,tundra,8.755098879,2.21,2,1,1,3,1,0,0,0,0,0,63.4617,-113.155,0.119923236,-1,1,258,0,81,11,8,0,0,0
572,3,A5720,93,tundra,8.755098879,2.21,1,1,3,3,2,0,0,0,0,0,63.4618,-113.149,0.156396537,-1,1,259,4,57,15,21,1,1,1
573,3,A5720,93,tundra,8.755098879,2.21,3,1,2,1,1,0,0,0,0,0,63.4619,-113.143,0.432715712,-1,1,260,0,85,11,4,0,0,0
574,3,A5720,93,tundra,8.755098879,2.21,3,1,1,2,1,0,0,0,0,0,63.462,-113.137,0.709034291,-1,1,261,1,88,2,6,0,1,2
575,3,A5720,99,tundra,8.648302343,2.99,1,0,3,3,2,0,0,0,1,1,63.4633,-113.046,4.853743497,-1,0,265,27,36,7,14,9,4,3
576,3,A5720,99,tundra,8.648302343,2.99,1,0,3,2,3,0,0,0,1,0,63.4634,-113.04,5.130052792,-1,0,266,5,28,2,14,38,13,0
577,3,A5720,99,tundra,8.648302343,2.99,1,1,3,2,2,0,0,0,0,1,63.4634,-113.034,5.406361489,-1,0,267,1,52,13,1,33,0,0
578,3,A5720,99,tundra,8.648302343,2.99,2,1,2,2,2,0,0,0,1,0,63.4635,-113.028,5.682669673,-1,0,268,6,49,0,10,34,1,0
579,3,A5720,99,tundra,8.648302343,2.99,0,2,3,1,2,0,0,0,1,0,63.4636,-113.022,5.958977162,-1,0,269,0,0,55,7,37,1,0
580,3,A5720,99,tundra,8.648302343,2.99,0,1,3,2,2,0,0,0,2,0,63.4637,-113.016,6.235284167,-1,0,270,11,0,52,0,37,0,0
581,3,A5720,99,tundra,8.648302343,2.99,0,0,2,3,3,0,0,0,1,1,63.4638,-113.01,6.511590462,-1,0,271,31,4,8,4,44,9,0
582,3,A5720,99,tundra,8.648302343,2.99,4,0,1,1,2,0,0,0,0,0,63.4639,-113.004,6.628109622,-1,0,272,6,93,0,0,1,0,0
583,3,A5720,102,tundra,8.758693993,1.89,5,0,0,0,0,0,0,0,0,0,63.4641,-112.986,6.853414689,-1,0,275,0,100,0,0,0,0,0
584,3,A5720,102,tundra,8.758693993,1.89,5,0,0,0,0,0,0,0,0,0,63.4642,-112.98,6.673412425,-1,0,276,0,100,0,0,0,0,0
585,3,A5720,102,tundra,8.758693993,1.89,3,0,1,1,1,0,0,0,1,1,63.4643,-112.974,6.493408431,-1,0,277,0,85,0,0,15,0,0
586,3,A5720,102,tundra,8.758693993,1.89,0,2,1,2,2,0,0,0,4,1,63.4644,-112.968,6.313402608,-1,0,278,0,0,0,12,88,0,0
587,3,A5720,102,tundra,8.758693993,1.89,4,0,0,1,0,0,0,0,1,2,63.4645,-112.962,6.133394963,-1,0,279,0,100,0,0,0,0,0
588,3,A5720,102,tundra,8.758693993,1.89,4,0,0,2,3,0,0,0,0,0,63.4645,-112.956,5.95338558,-1,0,280,0,84,0,0,16,0,0
589,3,A5720,102,tundra,8.758693993,1.89,0,0,1,2,4,0,0,0,0,1,63.4646,-112.95,5.773374376,-1,0,281,0,0,5,0,95,0,0
590,3,A5720,102,tundra,8.758693993,1.89,0,0,3,3,3,0,0,0,0,1,63.4647,-112.944,5.593361434,-1,0,282,1,0,4,5,90,0,0
591,3,A5720,106,tundra,8.750589544,3.91,0,0,2,3,3,0,0,0,3,0,63.4653,-112.902,4.333220393,-1,0,285,16,16,9,16,34,9,0
592,3,A5720,106,tundra,8.750589544,3.91,1,0,3,2,2,-1,0,0,2,0,63.4653,-112.896,4.15319308,-1,0,286,5,48,18,0,21,8,0
593,3,A5720,106,tundra,8.750589544,3.91,0,0,3,3,2,0,0,0,3,0,63.4654,-112.89,3.973163988,-1,0,287,0,0,43,56,1,0,0
594,3,A5720,106,tundra,8.750589544,3.91,2,1,2,2,1,0,0,0,1,0,63.4655,-112.884,3.793133116,-1,0,288,0,57,24,10,9,0,0
595,3,A5720,106,tundra,8.750589544,3.91,4,0,0,1,1,0,0,0,0,0,63.4656,-112.878,3.613100506,-1,0,289,0,100,0,0,0,0,0
596,3,A5720,106,tundra,8.750589544,3.91,1,0,2,2,2,0,0,0,0,0,63.4657,-112.872,3.433066074,-1,0,290,7,56,14,3,6,14,0
597,3,A5720,106,tundra,8.750589544,3.91,0,1,2,3,3,0,0,0,3,0,63.4657,-112.866,3.253029772,-1,0,291,1,0,26,23,46,3,1
598,3,A5720,106,tundra,8.750589544,3.91,0,1,2,3,3,0,0,0,1,0,63.4658,-112.86,3.072991781,-1,0,292,0,0,69,12,13,6,0
599,3,A5720,93,tundra,8.755098879,2.21,0,0,3,3,2,0,0,0,0,1,63.4588,-113.166,0.744946208,-1,1,295,26,23,16,29,0,1,5
600,3,A5720,93,tundra,8.755098879,2.21,2,1,2,2,2,0,0,0,0,1,63.4589,-113.16,0.505252903,-1,1,296,0,88,4,7,0,1,0
601,3,A5720,93,tundra,8.755098879,2.21,1,1,1,2,2,0,0,0,0,0,63.459,-113.154,0.228933141,-1,1,297,0,76,17,7,0,0,0
602,3,A5720,93,tundra,8.755098879,2.21,3,0,2,2,2,0,0,0,0,0,63.4591,-113.148,0.047386009,-1,1,298,0,74,16,10,0,0,0
603,3,A5720,93,tundra,8.755098879,2.21,0,2,3,3,1,0,0,0,0,0,63.4592,-113.142,0.323704562,-1,1,299,19,12,5,33,0,22,9
604,3,A5720,93,tundra,8.755098879,2.21,1,1,3,3,1,0,0,0,0,0,63.4593,-113.136,0.600022518,-1,1,300,2,36,20,27,2,7,6
605,3,A5720,99,tundra,8.648302343,2.99,3,0,1,2,2,0,0,0,0,0,63.4606,-113.046,4.744723295,-1,0,304,0,80,6,6,8,0,0
606,3,A5720,99,tundra,8.648302343,2.99,3,0,2,1,2,0,0,0,0,1,63.4607,-113.04,5.021032065,-1,0,305,1,80,9,2,8,0,0
607,3,A5720,99,tundra,8.648302343,2.99,1,2,2,2,3,0,0,0,0,1,63.4608,-113.034,5.297340154,-1,0,306,5,32,18,24,21,0,0
608,3,A5720,99,tundra,8.648302343,2.99,0,3,2,2,3,0,0,0,0,0,63.4608,-113.028,5.573647731,-1,0,307,6,0,52,21,20,1,0
609,3,A5720,99,tundra,8.648302343,2.99,0,2,2,2,2,0,0,0,0,0,63.4609,-113.022,5.849954696,-1,0,308,14,0,43,1,36,3,3
610,3,A5720,99,tundra,8.648302343,2.99,0,0,2,3,3,0,0,0,0,0,63.461,-113.016,6.126261079,-1,0,309,14,8,12,1,64,1,0
611,3,A5720,99,tundra,8.648302343,2.99,1,0,3,2,2,0,0,0,2,-2,63.4611,-113.01,6.246804938,-1,0,310,6,44,0,18,32,0,0
612,3,A5720,99,tundra,8.648302343,2.99,1,0,2,3,4,0,0,1,2,-3,63.4612,-113.004,6.338389951,-1,0,311,0,48,4,45,3,0,0
613,3,A5720,102,tundra,8.758693993,1.89,5,0,0,1,1,0,0,0,0,0,63.4614,-112.986,6.612147158,-1,0,314,0,100,0,0,0,0,0
614,3,A5720,102,tundra,8.758693993,1.89,5,0,1,0,1,0,0,0,0,0,63.4615,-112.98,6.432145104,-1,0,315,0,100,0,0,0,0,0
615,3,A5720,102,tundra,8.758693993,1.89,2,0,1,2,2,0,0,0,2,0,63.4616,-112.974,6.25214118,-1,0,316,0,68,4,0,28,0,0
616,3,A5720,102,tundra,8.758693993,1.89,0,0,3,1,1,0,0,0,4,2,63.4617,-112.968,6.072135476,-1,0,317,0,12,12,0,76,0,0
617,3,A5720,102,tundra,8.758693993,1.89,4,0,1,0,1,0,0,0,1,1,63.4618,-112.962,5.892127944,-1,0,318,0,92,3,0,5,0,0
618,3,A5720,102,tundra,8.758693993,1.89,5,0,0,0,1,0,0,0,0,0,63.4618,-112.956,5.712118681,-1,0,319,0,100,0,0,0,0,0
619,3,A5720,102,tundra,8.758693993,1.89,1,0,0,1,3,0,0,0,0,0,63.4619,-112.95,5.532107596,-1,0,320,0,52,0,0,40,8,0
620,3,A5720,102,tundra,8.758693993,1.89,0,0,0,2,4,0,0,0,1,0,63.462,-112.944,5.352094682,-1,0,321,0,29,12,2,57,0,0
621,3,A5720,106,tundra,8.750589544,3.91,1,0,1,3,3,0,0,0,3,1,63.4626,-112.902,4.091954462,-1,0,324,0,28,23,30,19,0,0
622,3,A5720,106,tundra,8.750589544,3.91,0,0,2,3,2,0,0,0,3,0,63.4627,-112.896,3.911927311,-1,0,325,0,16,38,0,44,2,0
623,3,A5720,106,tundra,8.750589544,3.91,1,0,1,2,1,0,0,0,1,0,63.4627,-112.89,3.731898338,-1,0,326,0,60,5,19,16,0,0
624,3,A5720,106,tundra,8.750589544,3.91,1,0,2,2,1,0,0,0,1,0,63.4628,-112.884,3.551867627,-1,0,327,0,52,39,2,6,1,0
625,3,A5720,106,tundra,8.750589544,3.91,2,0,1,2,3,0,0,0,1,1,63.4629,-112.878,3.371835004,-1,0,328,0,57,2,0,39,2,0
626,3,A5720,106,tundra,8.750589544,3.91,0,1,2,3,2,0,0,0,2,0,63.463,-112.872,3.191800734,-1,0,329,0,9,51,7,33,0,0
627,3,A5720,106,tundra,8.750589544,3.91,1,0,1,3,3,0,0,0,3,0,63.463,-112.866,3.011764593,-1,0,330,0,36,24,0,40,0,0
628,3,A5720,99,tundra,8.648302343,2.99,1,1,2,2,2,0,0,0,1,0,63.4579,-113.046,4.635702639,-1,0,343,2,20,19,24,25,10,0
629,3,A5720,99,tundra,8.648302343,2.99,0,2,2,2,2,0,0,0,0,0,63.458,-113.04,4.912010787,-1,0,344,1,20,46,6,26,1,0
630,3,A5720,99,tundra,8.648302343,2.99,0,2,2,2,2,0,0,0,2,0,63.4581,-113.034,5.188318353,-1,0,345,3,1,39,20,36,1,0
631,3,A5720,99,tundra,8.648302343,2.99,0,0,3,2,3,0,0,0,2,1,63.4581,-113.028,5.46462542,-1,0,346,7,0,49,3,34,7,0
632,3,A5720,99,tundra,8.648302343,2.99,0,0,3,3,3,0,0,0,1,0,63.4582,-113.022,5.740931777,-1,0,347,3,0,60,5,32,0,0
633,3,A5720,99,tundra,8.648302343,2.99,0,0,3,3,3,0,0,0,2,0,63.4583,-113.016,5.865498532,-1,0,348,20,28,0,0,35,17,0
634,3,A5720,99,tundra,8.648302343,2.99,1,0,2,3,3,0,0,0,0,0,63.4584,-113.01,5.957085146,-1,0,349,0,40,0,16,39,5,0
635,3,A5720,99,tundra,8.648302343,2.99,0,0,2,3,4,0,0,0,0,0,63.4585,-113.004,6.048669766,-1,0,350,7,0,30,38,12,13,0
636,3,A5720,102,tundra,8.758693993,1.89,0,0,4,1,3,0,0,0,2,1,63.4587,-112.986,6.323411874,-1,0,353,38,0,3,0,37,22,0
637,3,A5720,102,tundra,8.758693993,1.89,1,0,3,2,1,0,0,0,1,1,63.4588,-112.98,6.190877406,-1,0,354,12,21,0,3,38,26,0
638,3,A5720,102,tundra,8.758693993,1.89,1,1,2,1,2,0,0,0,0,0,63.4589,-112.974,6.010873644,-1,0,355,17,57,1,0,5,20,0
639,3,A5720,102,tundra,8.758693993,1.89,1,0,2,2,1,0,0,0,1,0,63.459,-112.968,5.830868101,-1,0,356,16,60,2,0,15,7,0
640,3,A5720,102,tundra,8.758693993,1.89,4,1,0,0,1,0,0,0,0,0,63.4591,-112.962,5.650860646,-1,0,357,0,88,3,5,4,0,0
641,3,A5720,102,tundra,8.758693993,1.89,1,1,1,1,1,0,0,0,0,0,63.4592,-112.956,5.470851453,-1,0,358,0,88,0,4,8,0,0
642,3,A5720,102,tundra,8.758693993,1.89,5,0,1,0,1,0,0,0,0,0,63.4592,-112.95,5.29084053,-1,0,359,0,100,0,0,0,0,0
643,3,A5720,102,tundra,8.758693993,1.89,4,0,1,1,0,0,0,0,0,0,63.4593,-112.944,5.110827736,-1,0,360,0,100,0,0,0,0,0
644,3,A5720,106,tundra,8.750589544,3.91,2,1,1,2,1,0,0,0,0,0,63.4599,-112.902,3.850688337,-1,0,363,0,64,0,29,7,0,0
645,3,A5720,106,tundra,8.750589544,3.91,0,1,0,3,2,0,0,0,0,0,63.46,-112.896,3.670661305,-1,0,364,1,12,16,39,32,0,0
646,3,A5720,106,tundra,8.750589544,3.91,3,0,2,1,2,0,0,0,1,0,63.46,-112.89,3.490632402,-1,0,365,0,77,2,5,11,5,0
647,3,A5720,106,tundra,8.750589544,3.91,3,0,2,1,1,0,0,0,0,0,63.4601,-112.884,3.31060172,-1,0,366,0,88,3,4,5,0,0
648,3,A5720,106,tundra,8.750589544,3.91,0,0,2,3,3,0,0,0,0,0,63.4602,-112.878,3.130569349,-1,0,367,0,0,23,56,21,0,0
649,3,A5720,106,tundra,8.750589544,3.91,0,1,2,3,2,0,0,0,0,0,63.4603,-112.872,2.950535107,-1,0,368,1,0,35,47,17,0,0
650,3,A5720,106,tundra,8.750589544,3.91,1,0,2,2,2,0,0,0,0,0,63.4604,-112.866,2.770499086,-1,0,369,0,36,13,2,48,1,0
651,3,A5720,106,tundra,8.750589544,3.91,4,0,0,1,1,0,0,0,0,0,63.4604,-112.859,2.590461284,-1,0,370,0,96,0,0,4,0,0
652,3,A5720,99,tundra,8.648302343,2.99,2,0,3,2,3,0,0,0,0,1,63.4552,-113.046,4.526681502,-1,0,382,4,52,31,0,4,9,0
653,3,A5720,99,tundra,8.648302343,2.99,0,0,3,3,3,0,0,0,0,2,63.4553,-113.04,4.802989155,-1,0,383,0,0,60,1,37,2,0
654,3,A5720,99,tundra,8.648302343,2.99,0,0,3,3,4,0,0,0,3,1,63.4554,-113.034,5.079296197,-1,0,384,0,0,32,33,35,0,0
655,3,A5720,99,tundra,8.648302343,2.99,2,1,2,2,2,0,0,0,1,2,63.4555,-113.028,5.355602642,-1,0,385,0,72,28,0,0,0,0
656,3,A5720,99,tundra,8.648302343,2.99,3,0,1,2,3,0,0,0,0,2,63.4555,-113.022,5.484190438,-1,0,386,0,80,0,0,20,0,0
657,3,A5720,99,tundra,8.648302343,2.99,3,0,2,2,2,0,0,0,1,1,63.4556,-113.016,5.575778584,-1,0,387,0,84,2,0,14,0,0
658,3,A5720,99,tundra,8.648302343,2.99,1,0,2,2,3,0,0,0,1,0,63.4557,-113.01,5.667364771,-1,0,388,0,40,0,19,41,0,0
659,3,A5720,99,tundra,8.648302343,2.99,1,0,3,2,2,0,0,0,0,1,63.4558,-113.004,5.758948999,-1,0,389,0,69,10,0,20,1,0
660,3,A5720,102,tundra,8.758693993,1.89,0,0,3,2,1,0,0,0,1,0,63.456,-112.986,6.03368986,-1,0,392,22,11,6,5,50,3,3
661,3,A5720,102,tundra,8.758693993,1.89,0,0,1,3,3,0,0,0,0,0,63.4561,-112.98,5.949609604,-1,0,393,0,3,15,19,60,3,0
662,3,A5720,102,tundra,8.758693993,1.89,0,0,1,3,3,0,0,0,0,0,63.4562,-112.974,5.769605912,-1,0,394,0,8,13,7,71,1,0
663,3,A5720,102,tundra,8.758693993,1.89,4,0,1,1,1,0,0,0,1,0,63.4563,-112.968,5.589600398,-1,0,395,0,100,0,0,0,0,0
664,3,A5720,102,tundra,8.758693993,1.89,4,0,1,1,1,0,0,0,1,0,63.4564,-112.962,5.409593105,-1,0,396,0,96,0,0,4,0,0
665,3,A5720,102,tundra,8.758693993,1.89,2,0,1,2,2,0,0,0,1,0,63.4565,-112.956,5.229584031,-1,0,397,0,73,7,0,18,0,2
666,3,A5720,102,tundra,8.758693993,1.89,5,0,2,1,1,0,0,0,0,0,63.4565,-112.95,5.049573136,-1,0,398,0,100,0,0,0,0,0
667,3,A5720,102,tundra,8.758693993,1.89,5,0,0,0,0,0,0,0,0,0,63.4566,-112.944,4.869560503,-1,0,399,0,100,0,0,0,0,0
668,3,A5720,106,tundra,8.750589544,3.91,1,0,2,2,3,0,0,0,3,1,63.4572,-112.901,3.609421884,-1,0,402,0,32,21,19,28,0,0
669,3,A5720,106,tundra,8.750589544,3.91,2,1,1,1,2,0,0,0,1,0,63.4573,-112.895,3.42939488,-1,0,403,0,68,1,24,7,0,0
670,3,A5720,106,tundra,8.750589544,3.91,0,1,2,3,3,0,0,0,0,0,63.4574,-112.889,3.249366139,-1,0,404,0,0,12,45,43,0,0
671,3,A5720,106,tundra,8.750589544,3.91,0,0,1,3,3,0,0,0,1,0,63.4574,-112.883,3.069335667,-1,0,405,0,0,0,50,50,0,0
672,3,A5720,106,tundra,8.750589544,3.91,1,0,2,2,3,0,0,0,0,0,63.4575,-112.877,2.889303366,-1,0,406,0,20,22,42,16,0,0
673,3,A5720,106,tundra,8.750589544,3.91,1,0,2,3,3,0,0,0,0,0,63.4576,-112.871,2.709269244,-1,0,407,0,32,21,23,24,0,0
674,3,A5720,106,tundra,8.750589544,3.91,0,0,1,4,1,0,0,0,0,0,63.4577,-112.865,2.529233293,-1,0,408,17,0,2,40,41,0,0
675,3,A5720,106,tundra,8.750589544,3.91,0,0,0,3,2,0,0,0,0,0,63.4577,-112.859,2.349195611,-1,0,409,0,0,41,6,53,0,0
676,3,A5720,99,tundra,8.648302343,2.99,0,0,2,2,3,0,0,0,0,0,63.4526,-113.04,4.693967055,-1,0,412,4,0,12,8,71,5,0
677,3,A5720,99,tundra,8.648302343,2.99,1,0,2,3,3,0,0,0,1,0,63.4527,-113.034,4.970273475,-1,0,413,9,36,4,14,20,17,0
678,3,A5720,99,tundra,8.648302343,2.99,1,0,2,3,4,0,0,0,1,0,63.4528,-113.028,5.102880571,-1,0,414,1,24,20,20,35,0,0
679,3,A5720,99,tundra,8.648302343,2.99,4,0,1,2,2,0,0,0,1,0,63.4529,-113.021,5.194470283,-1,0,415,0,92,0,1,7,0,0
680,3,A5720,99,tundra,8.648302343,2.99,5,0,0,1,1,0,0,0,0,0,63.4529,-113.015,5.286058002,-1,0,416,0,100,0,0,0,0,0
681,3,A5720,99,tundra,8.648302343,2.99,0,0,1,2,3,0,0,0,2,3,63.453,-113.009,5.377643848,-1,0,417,9,13,23,6,45,4,0
682,3,A5720,99,tundra,8.648302343,2.99,0,0,3,3,2,2,0,0,0,0,63.4531,-113.003,5.469227597,-1,0,418,0,39,31,13,9,8,0
683,3,A5720,102,tundra,8.758693993,1.89,4,0,1,1,1,0,0,0,1,0,63.4534,-112.985,5.743967297,-1,0,421,0,100,0,0,0,0,0
684,3,A5720,102,tundra,8.758693993,1.89,0,0,1,3,2,0,0,0,1,0,63.4534,-112.979,5.708341426,-1,0,422,0,20,9,35,34,2,0
685,3,A5720,102,tundra,8.758693993,1.89,0,0,2,3,3,0,0,0,2,1,63.4535,-112.973,5.528337853,-1,0,423,0,8,19,11,61,1,0
686,3,A5720,102,tundra,8.758693993,1.89,1,1,1,3,3,0,0,0,0,0,63.4536,-112.967,5.348332458,-1,0,424,0,40,5,25,30,0,0
687,3,A5720,102,tundra,8.758693993,1.89,2,1,1,3,2,0,0,0,0,0,63.4537,-112.961,5.168325326,-1,0,425,0,60,0,5,35,0,0
688,3,A5720,102,tundra,8.758693993,1.89,0,1,3,2,2,0,0,0,2,0,63.4538,-112.955,4.988316372,-1,0,426,6,12,9,8,61,4,0
689,3,A5720,102,tundra,8.758693993,1.89,2,0,3,2,2,0,0,0,2,0,63.4539,-112.949,4.808305547,-1,0,427,0,68,5,3,24,0,0
690,3,A5720,102,tundra,8.758693993,1.89,5,0,0,0,0,0,0,0,0,0,63.4539,-112.943,4.628293075,-1,0,428,0,100,0,0,0,0,0
691,3,A5720,106,tundra,8.750589544,3.91,0,0,1,4,3,0,0,0,0,-1,63.4545,-112.901,3.368155194,-1,0,431,0,0,0,59,41,0,0
692,3,A5720,106,tundra,8.750589544,3.91,0,1,2,4,3,0,0,0,0,-1,63.4546,-112.895,3.188128261,-1,0,432,0,28,6,24,42,0,0
693,3,A5720,106,tundra,8.750589544,3.91,2,0,0,2,2,0,0,0,3,1,63.4547,-112.889,3.008099639,-1,0,433,0,72,14,6,8,0,0
694,3,A5720,106,tundra,8.750589544,3.91,1,0,0,2,4,0,0,0,2,0,63.4547,-112.883,2.828069237,-1,0,434,0,52,0,43,2,3,0
695,3,A5720,106,tundra,8.750589544,3.91,2,1,1,2,2,0,0,0,1,0,63.4548,-112.877,2.648037056,-1,0,435,0,64,14,16,6,0,0
696,3,A5720,106,tundra,8.750589544,3.91,4,0,0,1,2,0,0,0,0,0,63.4549,-112.871,2.468003094,-1,0,436,0,96,0,4,0,0,0
697,3,A5720,106,tundra,8.750589544,3.91,1,0,0,2,3,0,0,0,0,0,63.455,-112.865,2.287967263,-1,0,437,0,68,1,6,25,0,0
698,3,A5720,106,tundra,8.750589544,3.91,0,1,3,2,2,0,0,0,2,1,63.4518,-112.901,3.12688826,-1,0,460,0,16,39,12,32,1,0
699,3,A5720,106,tundra,8.750589544,3.91,0,1,2,2,3,0,0,0,0,0,63.4519,-112.895,2.946861446,-1,0,461,2,4,41,17,28,8,0
